id,cycle_enUS,cycle_zhCN,cycle_position,set_enUS,set_zhCN,set_position,settype_enUS,settype_zhCN,set_size,position,title_enUS,title_zhCN,stripped_title,text_enUS,text_zhCN,stripped_text,type_enUS,type_zhCN,subtype_enUS,subtype_zhCN,side_enUS,side_zhCN,faction_enUS,faction_zhCN,is_unique,deck_limit,advancement_requirement,agenda_point,base_link,minimum_deck_size,influence_limit,influence_cost,cost,strength,memory_cost,trash_cost,flavor_enUS,flavor_zhCN,quantity,extra_printing,illustrator,attribution,pronouns,pronunciation_ipa,pronunciation_approx,extra_face,narrative_enUS,designed_by,released_by,release_date
03027,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,27,Datapike,数据关卡,Datapike,"[subroutine] The Runner must pay 2[credit], if able. If the Runner cannot pay 2[credit], end the run.
[subroutine] End the run.","[subroutine] 如可能，潜袭者必须支付2[credit]。如果潜袭者不能支付2[credit]，终止本次潜袭。
[subroutine] 终止本次潜袭。","Subroutine The Runner must pay 2 credits, if able. If the Runner cannot pay 2 credits, end the run. Subroutine End the run.",Ice,防火墙,Code Gate,门禁,Corp,公司,Neutral Corp,中立公司,,3,,,,,,0,4,2,,,"""Cheap, off-the-shelf data protection. Cheap for them, that is. Not for us."" -Ele ""Smoke"" Scovak",“廉价而现成的数据保护方法。廉价是相对他们而言，就是说，并不是对我们。” —艾丽·“浓烟”·斯科娃,3,0,Aaron Firem,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03028,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,28,Rielle “Kit” Peddler: Transhuman,芮尔·“姬特”·佩德拉：超凡入圣,"Rielle ""Kit"" Peddler: Transhuman","The first time each turn you encounter a piece of ice, it gains <strong>code gate</strong> for the remainder of this run.",每回合你第一次遭遇一层防火墙时，该防火墙在本次潜袭的剩余时间内获得<strong>门禁</strong>。,"The first time each turn you encounter a piece of ice, it gains code gate for the remainder of this run.",Runner Identity,潜袭者特性,Cyborg,半机械人,Runner,潜袭者,Shaper,塑造者,,1,,,0,45,10,,,,,,"""I was not; I was; I am not; I am all.""",“我不曾存在；我曾存在；我不再存在；我即存在。”,3,0,Matt Zeilinger,,she/her,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03029,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,29,The Professor: Keeper of Knowledge,教授：知识守护者,The Professor: Keeper of Knowledge,The first copy of each program in this deck does not count against your influence limit.,本牌组中每个程序的第一张不计算在你的影响力上限中。,The first copy of each program in this deck does not count against your influence limit.,Runner Identity,潜袭者特性,Natural,原生人,Runner,潜袭者,Shaper,塑造者,,1,,,0,45,1,,,,,,"""New technology destroys the old.""",“新技术淘汰旧技术。”,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03030,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,30,Exile: Streethawk,流亡者：街头猎鹰,Exile: Streethawk,"Whenever you install a program from your heap, draw 1 card.",每当你从你的堆阵安装一个程序时，补一张卡牌。,"Whenever you install a program from your heap, draw 1 card.",Runner Identity,潜袭者特性,Natural,原生人,Runner,潜袭者,Shaper,塑造者,,1,,,1,45,15,,,,,,"""I can make that work.""",“我可以解决。”,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03031,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,31,Escher,埃舍尔,Escher,"Run HQ. If successful, instead of breaching HQ, rearrange any number of ice protecting all servers. <em>(Do not rez or derez any ice or change the number of ice protecting any server.)</em>",对总部进行一次潜袭。如果成功，重新排列保护所有服务器的任意数量的防火墙（不能激活或关闭防火墙），代替读取卡牌。重新排列后，保护每台服务器的防火墙数量必须与之前的相同。,"Run HQ. If successful, instead of breaching HQ, rearrange any number of ice protecting all servers. (Do not rez or derez any ice or change the number of ice protecting any server.)",Event,事件,Run,潜袭,Runner,潜袭者,Shaper,塑造者,,3,,,,,,5,3,,,,,,3,0,Shawn Ye Zhongyi,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03032,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,32,Exploratory Romp,探险嬉戏,Exploratory Romp,"Run any server. If successful, instead of breaching that server, remove up to 3 advancement counters from 1 card in the root of or protecting the attacked server.",进行一次潜袭。如果成功，从被攻击服务器内或保护被攻击服务器的一张卡牌上移除最多3枚推进标记，代替读取卡牌。,"Run any server. If successful, instead of breaching that server, remove up to 3 advancement counters from 1 card in the root of or protecting the attacked server.",Event,事件,Run,潜袭,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,1,,,,Wheeeee!,喂哦～～！,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03033,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,33,Freelance Coding Contract,自由人编码合约,Freelance Coding Contract,Trash up to 5 programs from your grip. Gain 2[credit] for each program trashed.,从你的操控器销毁最多五个程序。每销毁一个程序，获得2[credit]。,Trash up to 5 programs from your grip. Gain 2 credits for each program trashed.,Event,事件,Job,工作,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,0,,,,"""Idealism's great, but it don't keep you in soybeef tacos."" -Matt ""TheMerc"" Thomas",“理想本身很棒，但不能让你一直有烧牛肉炸玉米卷。” —马特·“佣兵”·托马斯,3,0,Jason Rumpff,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03034,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,34,Scavenge,拾荒,Scavenge,"As an additional cost to play this event, trash 1 installed program.
 Install 1 program from your grip or heap, paying X[credit] less. X is equal to the install cost of the program you trashed.","作为打出本卡牌的额外费用，销毁一个已安装的程序。
从你的操控器或堆阵安装一个程序，该程序的安装费用减少和所销毁程序的安装费用相等的费用。","As an additional cost to play this event, trash 1 installed program. Install 1 program from your grip or heap, paying X credits less. X is equal to the install cost of the program you trashed.",Event,事件,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,0,,,,One man's trash.,彼之所弃。,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03035,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,35,Levy AR Lab Access,接入利维前景实验室,Levy AR Lab Access,Shuffle your grip and heap into your stack. Draw 5 cards. Remove Levy AR Lab Access from the game instead of trashing it.,将你的操控器和堆阵洗入你的存储栈。补五张卡牌。将接入利维前景实验室移出游戏，代替销毁它。,Shuffle your grip and heap into your stack. Draw 5 cards. Remove Levy AR Lab Access from the game instead of trashing it.,Event,事件,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,5,,,,"Spend too much time in the AR Lab and someone might notice. Unless you're the head of it, that is.",在前景实验室呆太久会引人注意。就是说，除非你是主任。,3,0,Lili Ibrahim,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03036,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,36,Monolith,巨岩,Monolith,"+3[mu]
When you install this hardware, install up to 3 programs from your grip, paying 4[credit] less for each.
[interrupt] → <strong>Trash 1 program from your grip:</strong> Prevent 1 core damage or 1 net damage.
Limit 1 <strong>console</strong> per player.","+3[mu]
当你安装巨岩时，从你的操控器安装最多三个程序，每个程序的安装费用减4[credit]。
<strong>从你的操控器销毁一个程序</strong>：防止1点脑部伤害或网域伤害。
每位玩家限制1个<strong>控制台</strong>。","+3 mu When you install this hardware, install up to 3 programs from your grip, paying 4 credits less for each. Interrupt -> Trash 1 program from your grip: Prevent 1 core damage or 1 net damage. Limit 1 console per player.",Hardware,硬件,Console,控制台,Runner,潜袭者,Shaper,塑造者,♦,3,,,,,,3,18,,,,,,3,0,Emilio Rodríguez,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03037,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,37,Feedback Filter,反馈式过滤器,Feedback Filter,"[interrupt] → <strong>3[credit]:</strong> Prevent 1 net damage.
[interrupt] → <strong>[trash]:</strong> Prevent up to 2 core damage.","3[credit]：防止1点网域伤害。
[trash]：防止最多2点脑部伤害。",Interrupt -> 3 credits: Prevent 1 net damage. Interrupt -> trash: Prevent up to 2 core damage.,Hardware,硬件,Gear,装备,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,2,,,,"It still hurts, a bit, the first time. The second time, you feel nothing at all. But don't push your luck.",第一次，还是会有些疼。第二次，你会毫无感觉。不过别再碰运气。,3,0,Lili Ibrahim,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03038,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,38,Clone Chip,克隆芯片,Clone Chip,[trash]: Install a program from your heap (paying the install cost).,[trash]：从你的堆阵安装一个程序（支付安装费用）。,trash: Install a program from your heap (paying the install cost).,Hardware,硬件,Chip,芯片,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,1,,,,It is good practice to backup the backup.,给备份做备份是个好习惯。,3,0,Christina Davis,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03039,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,39,Omni-drive,全能驱动器,Omni-drive,"Omni-drive can host a single program of 1[mu] or less. The memory cost of the hosted program does not count against your memory limit.
1[recurring-credit]
Use this credit to pay for using the hosted program.","全能驱动器能被附载一个等于或小于1[mu]的程序。所附载的程序的内存费用不计算在你的内存上限中。
1[recurring-credit]
本信用点用于支付使用所附载的程序。",Omni-drive can host a single program of 1 mu or less. The memory cost of the hosted program does not count against your memory limit. 1 recurring credit Use this credit to pay for using the hosted program.,Hardware,硬件,Gear,装备,Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,3,,,,,,3,0,Bruno Balixa,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03040,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,40,Atman,梵灵,Atman,"When you install this program, you may spend any number of credits to place that many power counters on it.
This program gets +1 strength for each hosted power counter, and it can only interface with ice of exactly equal strength.
Interface → <strong>1[credit]:</strong> Break 1 subroutine.","当你安装本程序时，你可以支付X[credit]，以放置X枚能量指示物到本程序上。
每有1枚所附载的能量指示物，本程序的强度+1，且本程序只能与强度与其相等的防火墙对接。
对接 → <strong>1[credit]：</strong>破解1条子进程。","When you install this program, you may spend any number of credits to place that many power counters on it. This program gets +1 strength for each hosted power counter, and it can only interface with ice of exactly equal strength. Interface -> 1[credit]: Break 1 subroutine.",Program,程序,"Icebreaker,AI","破解器,智能模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,3,0,1,,We are shaped by our thoughts; we become what we think.,我们的想法塑造我们；我们变成我们的想法。,3,0,Diana Martinez,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03041,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,41,Cloak,斗篷,Cloak,"1[recurring-credit]
Use this credit to pay for using <strong>icebreakers</strong>.","1[recurring-credit]
本信用点用于支付使用<strong>破解器</strong>。",1 recurring credit Use this credit to pay for using icebreakers.,Program,程序,Stealth,隐匿,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,1,,1,,"""No line that they lay could catch a shadow on the wall…""",“它们设下的丝线，无法捕捉墙上的暗影…”,3,0,Adam S. Doyle,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03042,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,42,Dagger,匕首,Dagger,"Interface → <strong>1[credit]:</strong> Break 1 <strong>sentry</strong> subroutine.
<strong>1[credit]:</strong> +5 strength. Spend credits only from <strong>stealth</strong> cards to use this ability.","1[credit]：破解<strong>警报</strong>子进程。
1[credit]：强度+5。仅能花费<strong>隐匿</strong>卡牌上的信用点来使用本能力。",Interface -> 1 credit: Break 1 sentry subroutine. 1 credit: +5 strength. Spend credits only from stealth cards to use this ability.,Program,程序,"Icebreaker,Killer","破解器,断路模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,3,0,1,,"""…and once the shadow rises, the curtain shall fall."" -revenant",“…而当暗影升起，则帷幕将落。” —亡魂,3,0,Adam S. Doyle,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03043,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,43,Chakana,印加十字符,Chakana,"Whenever you make a successful run on R&D, place 1 virus counter on Chakana.
If there are at least 3 virus counters on Chakana, the advancement requirement of all agendas is increased by 1.","每当你对研发中心进行一次成功的潜袭时，放置1枚病毒指示物到印加十字符上。
如果印加十字符具有至少3枚病毒指示物，所有议案的推进需求+1。","Whenever you make a successful run on R&D, place 1 virus counter on Chakana. If there are at least 3 virus counters on Chakana, the advancement requirement of all agendas is increased by 1.",Program,程序,Virus,病毒,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,2,,1,,,,3,0,Adam S. Doyle,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03044,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,44,Cyber-Cypher,赛博密码集,Cyber-Cypher,"When you install this program, choose a server. Use this program only during runs on the chosen server.
Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>1[credit]:</strong> +1 strength.","1[credit]：破解<strong>门禁</strong>子进程。
1[credit]：强度+1。
当你安装赛博密码集时，选择一台服务器。赛博密码集仅能在对所选择服务器的潜袭中使用。","When you install this program, choose a server. Use this program only during runs on the chosen server. Interface -> 1 credit: Break 1 code gate subroutine. 1 credit: +1 strength.",Program,程序,"Icebreaker,Decoder","破解器,解码模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,2,4,1,,,,3,0,Ed Mattinian,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03045,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,45,Paricia,帕瑞西亚,Paricia,"2[recurring-credit] <em>(When you install this card and before your turn begins, refill to 2 hosted credits.)</em>
You can spend hosted credits to pay trash costs of assets.","2[recurring-credit] <em>（当你安装本卡牌时及你的回合开始前，将所附载的信用点补充至2个。）</em>
你可以花费所附载的信用点以支付资产的销毁费用。","2 recurring credits (When you install this card and before your turn begins, refill to 2 hosted credits.) You can spend hosted credits to pay trash costs of assets.",Program,程序,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,0,,1,,Perfect for flooding servers.,淹没服务器的完美之选。,3,0,Ed Mattinian,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03046,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,46,Self-modifying Code,自修正代码,Self-modifying Code,"<strong>2[credit]</strong>, <strong>[trash]:</strong> Search your stack for 1 program. Install it. <em>(Shuffle your stack after searching it.)</em>",<strong>2[credit]</strong>，<strong>[trash]：</strong>在你的存储栈中搜寻1个程序。安装之。<em>（在搜寻存储栈后将其洗混。）</em>,"2 credits, trash: Search your stack for 1 program. Install it. (Shuffle your stack after searching it.)",Program,程序,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,3,0,,2,,"""Make sure you tell the source code which executable you want it to compile into. One time I left my rig for a couple of minutes, and when I came back all of my files had been replaced with cat vids."" -The Professor",“确保你跟源代码交代过，你希望它编译成怎样的可执行文件。有次我离开设备几分钟，回来时所有文件已被替换成了小猫的视频。” —教授,3,0,Lili Ibrahim,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03047,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,47,Sahasrara,头顶轮,Sahasrara,"2[recurring-credit]
Use these credits to install programs (you cannot use Sahasrara to install a program that trashes Sahasrara).","2[recurring-credit]
这些信用点用于安装程序（你不能使用头顶轮来安装一个会销毁头顶轮的程序）。",2 recurring credits Use these credits to install programs (you cannot use Sahasrara to install a program that trashes Sahasrara).,Program,程序,,,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,2,,1,,"Out there, the thousand-petaled lotus symbolizes detachment from illusion. In here, it is the birthplace of a higher consciousness. Something infinitely pure.",在那里，千叶莲花象征超脱幻象。在这里，它是更高阶意识的起源地。它是无限纯净。,3,0,Lili Ibrahim,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03048,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,48,Inti,印缇,Inti,"Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine.
<strong>2[credit]:</strong> +1 strength for the remainder of this run.","1[credit]：破解<strong>屏障</strong>子进程。
2[credit]：本次潜袭的剩余时间内强度+1。",Interface -> 1 credit: Break 1 barrier subroutine. 2 credits: +1 strength for the remainder of this run.,Program,程序,"Icebreaker,Fracter","破解器,分解模块",Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,0,1,1,,"""The Incans believed that the sun god resided in the Haman Pacha, the upper realm of the cosmos. They just didn't know that the Haman Pacha hadn't been discovered yet."" -The Professor",“印加人相信太阳神居住在哈南帕查，宇宙中的上层国度。他们只是不知道哈南帕查尚未被发现。” —教授,3,0,Adam S. Doyle,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03049,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,49,Professional Contacts,专家联系人,Professional Contacts,[click]<strong>:</strong> Gain 1[credit] and draw 1 card.,[click]<strong>：</strong>获得1[credit]并抽1张卡牌。,click: Gain 1 credit and draw 1 card.,Resource,资源,Connection,人脉,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,5,,,,"Sometimes it doesn't matter how expensive your rig is, or how many credits are in your account, or even your skill as a runner. Most of the time, a simple handshake and a name are all you need.",有时你的装备如何昂贵，你的账户中如何有钱，甚至你作为潜袭者的技能如何都不重要。通常，你只需简单地握个手，报上大名。,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03050,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,50,Borrowed Satellite,借用卫星,Borrowed Satellite,"+1[link]
Your maximum hand size is increased by 1.","+1[link]
你的手牌上限+1。",+1 link Your maximum hand size is increased by 1.,Resource,资源,Link,中转器,Runner,潜袭者,Shaper,塑造者,,3,,,,,,2,3,,,,Some people have their own satellite receiver. Others have their own satellite.,有些人有他们自己的卫星接收器。还有些有他们自己的卫星。,3,0,Trudi Castle,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03051,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,51,Ice Analyzer,防火墙分析器,Ice Analyzer,"Whenever the Corp rezzes a piece of ice, place 1[credit] on Ice Analyzer.
You may use credits on Ice Analyzer to install programs.",,"Whenever the Corp rezzes a piece of ice, place 1 credit on Ice Analyzer. You may use credits on Ice Analyzer to install programs.",Resource,资源,Virtual,虚拟,Runner,潜袭者,Shaper,塑造者,,3,,,,,,1,0,,,,"""If you know the source code you can write to beat it, or just rejigger it a little and make it yours. That works, too."" -Exile",“如果你了解源代码，你可以编码并击败它，或者通过微调来变为己用。这也是可行的。” —流亡者,3,0,Ed Mattinian,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03052,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,52,Dirty Laundry,肮脏内幕,Dirty Laundry,"Run any server. When that run ends, if it was successful, gain 5[credit].",潜袭任意一台服务器。当本次潜袭结束时，如果潜袭成功，获得5[credit]。,"Run any server. When that run ends, if it was successful, gain 5 credits.",Event,事件,Run,潜袭,Runner,潜袭者,Neutral Runner,中立潜袭者,,3,,,,,,0,2,,,,The data was better than she could have ever imagined. This Santiago fellow really knew what he was doing. She began to imagine the havoc she could wreak at the upcoming charity dinner…,数据比她想的还要好。这个叫圣地亚哥的家伙果然明白怎么做。她开始想象自己在接下来的慈善晚宴上的大肆破坏…,3,0,Christina Davis,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03053,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,53,Daily Casts,每日播报,Daily Casts,"When you install this resource, load 8[credit] onto it. When it is empty, trash it.
When your turn begins, take 2[credit] from this resource.","当你安装本资源时，填装8[credit]到本资源上。当其清空时，销毁之。
当你的回合开始时，从本资源上拿取2[credit]。","When you install this resource, load 8 credits onto it. When it is empty, trash it. When your turn begins, take 2 credits from this resource.",Resource,资源,,,Runner,潜袭者,Neutral Runner,中立潜袭者,,3,,,,,,0,3,,,,"""We say 'cyber-terrorist', they hear 'underground celebrity.'"" -Michael Muhama, professional expert",“我们说‘数字罪犯’，他们听到‘非法明星’。” —专业人士，迈克尔·穆哈马,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03054,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,54,Same Old Thing,一如既往,Same Old Thing,"[click], [click], [trash]: Play an event from your heap (paying its play cost).",[click]，[click]，[trash]：从你的堆阵打出一个事件（支付打出费用）。,"click, click, trash: Play an event from your heap (paying its play cost).",Resource,资源,,,Runner,潜袭者,Neutral Runner,中立潜袭者,,3,,,,,,0,0,,,,"Just me, a cup of YucaBean, and last night's Hong Kong Trunk sniffed packets. I call that a good morning.",只有我，一杯雅豆咖啡以及昨晚从香港主信道上截获的数据包。我称之为一个美好的早晨。,3,0,Diana Martinez,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
03055,Creation and Control,创造与掌控,3,Creation and Control,创造与掌控,1,Deluxe,豪华包,55,55,The Source,线人,The Source,"The advancement requirement of all agendas is increased by 1.
As an additional cost to steal an agenda, you must pay 3[credit].
Trash The Source when an agenda is scored or stolen.","所有议案的推进需求+1。
作为窃取一个议案的额外费用，你必须支付3[credit]。
当一个议案被计分或窃取时，销毁线人。","The advancement requirement of all agendas is increased by 1. As an additional cost to steal an agenda, you must pay 3 credits. Trash The Source when an agenda is scored or stolen.",Resource,资源,Connection,人脉,Runner,潜袭者,Neutral Runner,中立潜袭者,♦,3,,,,,,2,2,,,,"A dangerous game, but well worth playing.",一场危险的游戏，但你值得参与。,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-07-29
04001,Spin,扭曲真相,4,Opening Moves,起手开局,1,Data Pack,数据包,20,1,Frame Job,诬陷,Frame Job,"As an additional cost to play this event, spend [click].
Forfeit 1 agenda. If you do, give the Corp 1 bad publicity.","作为打出本事件的额外费用，花费[click]。
废除一个议案。如果你如此做，给予公司1枚负面声誉标记。","As an additional cost to play this event, spend click. Forfeit 1 agenda. If you do, give the Corp 1 bad publicity.",Event,事件,Double,双重,Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,1,,,,"""Bioroid intrusion isn't impossible, despite the bluster of Haas-Bioroid. But it is dangerous."" -Noise",“尽管哈斯生化夸下海口，不过生化人叛乱并非不可能。只是这非常危险。” —噪音,3,0,Gong Studios,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-09-27
04002,Spin,扭曲真相,4,Opening Moves,起手开局,1,Data Pack,数据包,20,2,Pawn,兵,Pawn,"[click]: Host this program on the outermost piece of ice protecting a central server.
Whenever you make a successful run while this program is hosted on a piece of ice, host it on the next inward piece of ice. If you cannot, trash this program and install 1 other <strong>Caïssa</strong> program from your grip or heap, ignoring all costs.","[click]：将兵附载到保护一台中央服务器的最外层防火墙上。
当兵附载在一层防火墙上时，每当你进行一次成功的潜袭时，如可能，转移兵到当前被附载防火墙的后一层防火墙；否则，以销毁兵代替，并从你的操控器或堆阵安装一个<strong>西洋棋</strong>程序，忽略所有的费用。
<errata>勘误自FAQ 3.0.1</errata>","click: Host this program on the outermost piece of ice protecting a central server. Whenever you make a successful run while this program is hosted on a piece of ice, host it on the next inward piece of ice. If you cannot, trash this program and install 1 other Caissa program from your grip or heap, ignoring all costs.",Program,程序,"Caïssa,Trojan","西洋棋,木马",Runner,潜袭者,Anarch,反叛者,,3,,,,,,1,0,,0,,,,3,0,Liiga Smilshkalne,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-09-27
04003,Spin,扭曲真相,4,Opening Moves,起手开局,1,Data Pack,数据包,20,3,Rook,车,Rook,"While this program is hosted on ice, the rez cost of each piece of ice protecting this server is increased by 2.
[click]: Host this program on a piece of ice that is not hosting a <strong>Caïssa</strong> program.
If this program is hosted on ice, its [click] ability can only be used to host it on ice protecting the same server or in the same position as its current host ice. <em>(Count positions from the innermost ice.)</em>","[click]：将车附载到一层未被<strong>西洋棋</strong>附载的防火墙上。如果车已附载，则仅能再附载到保护本服务器的另一层防火墙上，或保护其它服务器相同位置（从最内层位置计算）的防火墙上。
保护本服务器的每层防火墙的激活费用+2。","While this program is hosted on ice, the rez cost of each piece of ice protecting this server is increased by 2. click: Host this program on a piece of ice that is not hosting a Caissa program. If this program is hosted on ice, its click ability can only be used to host it on ice protecting the same server or in the same position as its current host ice. (Count positions from the innermost ice.)",Program,程序,"Caïssa,Trojan","西洋棋,木马",Runner,潜袭者,Anarch,反叛者,,3,,,,,,2,2,,1,,,,3,0,Gong Studios,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-09-27
04004,Spin,扭曲真相,4,Opening Moves,起手开局,1,Data Pack,数据包,20,4,Hostage,人质,Hostage,"As an additional cost to play this event, spend [click].
Search your stack for a <strong>connection</strong>, reveal it, and add it to your grip. You may install that <strong>connection</strong> (paying its install cost). Shuffle your stack.",,"As an additional cost to play this event, spend click. Search your stack for a connection, reveal it, and add it to your grip. You may install that connection (paying its install cost). Shuffle your stack.",Event,事件,Double,双重,Runner,潜袭者,Criminal,逆法者,,3,,,,,,2,1,,,,,,3,0,Matt Zeilinger,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-09-27
04005,Spin,扭曲真相,4,Opening Moves,起手开局,1,Data Pack,数据包,20,5,Gorman Drip v1,戈尔曼水滴V1,Gorman Drip v1,"Whenever the Corp spends a [click] to draw 1 card or gain 1[credit] (not through a card ability), place 1 virus counter on Gorman Drip v1.
[click], [trash]: Gain 1[credit] for each virus counter on Gorman Drip v1.","每当公司花费[click]（不通过卡牌能力）来补一张卡牌或获得1[credit]时，放置1枚病毒指示物到戈尔曼水滴V1上。
[click]，[trash]：戈尔曼水滴V1上每有1枚病毒指示物，获得1[credit]。","Whenever the Corp spends a click to draw 1 card or gain 1 credit (not through a card ability), place 1 virus counter on Gorman Drip v1. click, trash: Gain 1 credit for each virus counter on Gorman Drip v1.",Program,程序,Virus,病毒,Runner,潜袭者,Criminal,逆法者,,3,,,,,,1,1,,1,,"Simple in principle, a drip virus drains fractions of currency from their accounts into yours.",原理很简单，水滴病毒会从他们的账户把资金碎片吸入你的账户。,3,0,Shawn Ye Zhongyi,,,,,0,,fantasy_flight_games,fantasy_flight_games,2013-09-27
